Nama User,Ulasan,Rating,Tanggal,Likes,Versi App
Pengguna Google,"parahhh, akun tidak ada apa"" bisa""nya di tangguhkan",1,2025-12-23 17:24:17,1,11.49.1-release.0
Pengguna Google,Good Apls.,5,2025-12-23 17:23:17,0,11.48.0-release.0
Pengguna Google,seruuuu,5,2025-12-23 17:21:25,0,
Pengguna Google,aplikasi nya tidak bisa di buka.,1,2025-12-23 16:55:30,1,
Pengguna Google,gajelas aturan nya apa.. gatau salah nya apa tiba² di tangguhkan permanen,1,2025-12-23 16:41:44,1,
Pengguna Google,apk nya jelek.. mau login Sush ngebug terus,1,2025-12-23 16:26:48,1,11.49.1-release.0
Pengguna Google,oke,5,2025-12-23 16:21:05,0,11.49.1-release.0
Pengguna Google,👍👍👍👍👍,5,2025-12-23 16:02:52,0,11.48.0-release.0
Pengguna Google,Gajelas,5,2025-12-23 15:28:44,0,11.49.1-release.0
Pengguna Google,"Saya tidak bisa login, tolong tangani segera",1,2025-12-23 15:22:15,0,
Pengguna Google,mau loh in ke akun sendri saja aplikasinya ngga berjalan dengan baik,1,2025-12-23 15:00:19,0,11.49.1-release.0
Pengguna Google,"apk sosmed tersampah ,dari dulu masalah sepele susah login tidak pernah diperbaiki,kalo login selalu kesalahan teknis, mending Twitter dih skrng jadi X Makin sampah.",1,2025-12-23 14:52:33,2,8.91.0-release.00
Pengguna Google,pliss lah jngan tiba2 akun anda di tangguhkan,1,2025-12-23 14:50:55,0,
Pengguna Google,Keren,1,2025-12-23 14:26:39,0,8.10.0-release.85
Pengguna Google,goood,5,2025-12-23 14:03:23,0,
Pengguna Google,tiba-tiba akunku kena suspend. gak bisa loh in lagi hufftt...,1,2025-12-23 13:59:49,0,
Pengguna Google,sangat mudah,5,2025-12-23 13:58:15,0,11.49.1-release.0
Pengguna Google,huh android 8 ga bisa download,1,2025-12-23 13:57:04,0,
Pengguna Google,bintang 1 karena mau lihat posting masak di batasin harus berlangganan dulu masak astaga,1,2025-12-23 13:51:33,0,
Pengguna Google,sudah daftar akun tapi gak bisa login..bolak balik terus gak bisa login auto uninstall,1,2025-12-23 13:25:23,0,
Pengguna Google,dJosss,5,2025-12-23 13:24:19,0,11.48.0-release.0
Pengguna Google,buka bukan tante sexi,5,2025-12-23 13:20:50,0,
Pengguna Google,kenapa ga bisa login nih hadehh,2,2025-12-23 12:51:58,0,
Pengguna Google,"Ini aplikasi gimana sih? Aku masuk (baru pertama kali login) tapi gak bisa selalu muncul ""Ada kesalahan teknis, harap login kembali"" terus aja gitu",1,2025-12-23 12:31:07,22,11.49.1-release.0
Pengguna Google,sagat jelek aplikasi tolol,1,2025-12-23 11:28:36,0,11.49.1-release.0
Pengguna Google,ok,5,2025-12-23 11:07:43,0,
Pengguna Google,delay mulu kalo dm di X,1,2025-12-23 10:47:08,0,11.44.0-release.2
Pengguna Google,gak bisa login gak bisa buat akun baru👎,1,2025-12-23 10:46:45,0,11.49.1-release.0
Pengguna Google,KESEL BANGET MAU GANTI USERNAME SUSAHNYA MINTA AMPUN PEPEK,1,2025-12-23 10:39:56,0,
Pengguna Google,"Akun premium pun bisa dibanned. Uda kirim laporan, tapi tidak ada tanggapan. Tolong kembalikan uang saya. Saya rugi beli akun premium tapi dibanned",1,2025-12-23 09:54:38,1,11.49.1-release.0
Pengguna Google,sering error dan loading lama padahal jaringan lancar,1,2025-12-23 09:43:49,2,11.49.1-release.0
Pengguna Google,kenapa setelah update app jadi tidak bisa login akun? mohon diperbaiki.,1,2025-12-23 09:19:14,0,11.49.1-release.0
Pengguna Google,kenapa pesan nya tidak terlihat jadinya jika ada pesan tidak terbaca,2,2025-12-23 09:13:15,4,11.49.1-release.0
Pengguna Google,ribet,1,2025-12-23 08:54:50,0,11.49.1-release.0
Pengguna Google,"aplikasi gajelas, gabisa log in terus.. dikit"" ada bacaan ""tidak dapat mengambil postingan ini"" gajls",1,2025-12-23 08:32:53,1,11.49.1-release.0
Pengguna Google,"aplikasi jelek, saya masih bingung tentang akun saya yg terkunci karena usia, pdhl usia saya sudah 13 tahun ke atas, tapi menurut saya, masih kurang, tolong apakah bisa memulihkan akun yg terkunci dan merubah akun/umur nya, karena akun saya terkunci",1,2025-12-23 08:31:18,0,
Pengguna Google,"aplikasi tidak aman, tidak pernah komen tdk pernah teruskan dan tidak pernah upload tiba2 di tangguhkan dan di minta berlangganan ..apk burik",1,2025-12-23 07:19:55,1,11.47.0-release.0
Pengguna Google,aplikasinya makin jelek semenjak ganti pemilik 👎🏻👎🏻👎🏻,1,2025-12-23 07:15:27,1,
Pengguna Google,"saya sangat kecewa dengan aplikasi ini karna akun sya di tangguhkan padahal saya tidak melakukan pelanggaran di dalam aplikasi ini, tapi akun saya tetap di tangguhkan dan tidak bisa di ajukan banding",1,2025-12-23 06:36:45,9,11.49.1-release.0
Pengguna Google,The application is no longer compatible with my cellphone... I am very sad 😭,1,2025-12-23 06:27:35,0,10.23.0-release.0
Pengguna Google,"aplikasi nya aga buruk dan kurang, kadang suka ada adegan yang ga bagus buat di tonton tolong perbaiki lagi",2,2025-12-23 05:24:33,0,
Pengguna Google,the worst ever,1,2025-12-23 04:46:11,0,11.49.1-release.0
Pengguna Google,gak tau apa baru download beberapa hari udah ditangguhkan aja,2,2025-12-23 04:27:43,0,11.49.1-release.0
Pengguna Google,sering log out sendiri,1,2025-12-23 04:21:11,0,
Pengguna Google,"tidak bisa login, dan bikin akun.",1,2025-12-23 02:58:53,0,11.49.1-release.0
Pengguna Google,mantap,5,2025-12-23 02:29:04,0,11.47.0-release.0
Pengguna Google,my account banned for no reason,1,2025-12-23 01:57:16,0,11.49.1-release.0
Pengguna Google,kenapa akun saya d tangguhkan,5,2025-12-23 01:22:52,0,
Pengguna Google,Saya rasa ini aplikasi sudah tidak bisa digunakan. Setiap buka akun mau bikin akun baru selalu di kunci ending nya juga pasti di Suspen ga jelas! ApK Dajjal,1,2025-12-23 01:22:38,0,
Pengguna Google,Banyak hal yg aneh2 di dalam x ini jadi tolong untuk menghapus yg aneh2 itu ya,1,2025-12-23 00:59:28,0,
Pengguna Google,"SALAH APAA AKUN SAYA KENA AJUKAN BANDING AJAA MIN TOLONG DI REPORT DAN KEMBALIKAN AKUN YA, KALO SUDAH SAYA KASIH BINTANG 5",1,2025-12-23 00:33:51,0,11.49.1-release.0
Pengguna Google,Singkat Padat Informatif,5,2025-12-23 00:29:21,0,11.49.1-release.0
Pengguna Google,haha sebelum twitter update baru ganti,5,2025-12-23 00:27:27,0,11.49.1-release.0
Pengguna Google,keren,5,2025-12-22 22:53:12,0,11.49.1-release.0
Pengguna Google,mantap,5,2025-12-22 22:39:11,0,11.49.1-release.0
Pengguna Google,"Kenapa saat saya membaca sebuah cerita, postingannya malah sering terpotong?",3,2025-12-22 22:31:19,0,10.16.0-release.0
Pengguna Google,"parah,, akun tiba tiba out, & susah login kembali,,, ,,,,",1,2025-12-22 22:25:07,0,
Pengguna Google,cool man,5,2025-12-22 22:07:12,0,
Pengguna Google,joss gandosss,5,2025-12-22 21:44:53,0,11.49.1-release.0
Pengguna Google,tidak bermanfaat bagi saya,1,2025-12-22 21:38:33,0,11.49.1-release.0
Pengguna Google,ga jelas tiba-tiba ditangguhkan,1,2025-12-22 21:25:12,0,
Pengguna Google,berita ys sanv bru bsru,5,2025-12-22 21:00:39,0,11.49.1-release.0
Pengguna Google,"padahal gk buat kesalahan apapun, tapi kenapa akun saya di tangguhkan...?? aneh betul lah aplikasi ni",1,2025-12-22 20:45:47,0,11.49.1-release.0
Pengguna Google,bebas menyampaikan pendapat dan berbagi wacana,5,2025-12-22 20:37:19,0,
Pengguna Google,Aplikasi ini bagus tapi kadang suka keluar sendiri terblokir sendiri gak tau kenapa jadi aku harus buat akun lagi tapi bagus kok aplikasi nya,5,2025-12-22 20:16:12,2,11.49.1-release.0
Pengguna Google,tiba tiba akun ditangguhkan,1,2025-12-22 19:53:19,0,11.49.1-release.0
Pengguna Google,aplikasi hacker no.1 yang membuat memory card micro Sd jadi rusak. jika bisa kasih bintang -5🌟 uninstall. Terimakasih atas perusakan nya.,1,2025-12-22 19:35:10,0,10.85.0-release.0
Pengguna Google,ok,5,2025-12-22 18:20:33,1,11.49.1-release.0
Pengguna Google,tbtb gaisa log in akunku hiksss,3,2025-12-22 18:13:39,1,11.49.1-release.0
Pengguna Google,"makin kesini makin ga jelas,baperan dikit2 di tangguhkan di banned apalah ga jelas tod",1,2025-12-22 17:45:01,0,11.49.1-release.0
Pengguna Google,APK bhabhi akun gak kenapa-kenapa di tangguhkan,1,2025-12-22 17:29:25,0,
Pengguna Google,kurang menarik,2,2025-12-22 17:17:08,0,
Pengguna Google,saya suka,5,2025-12-22 17:07:34,0,
Pengguna Google,sngt buurukkkkk,1,2025-12-22 17:00:27,0,11.48.0-release.0
Pengguna Google,Sulit untuk login,1,2025-12-22 16:57:36,0,11.49.1-release.0
Pengguna Google,ok,5,2025-12-22 16:54:27,0,11.49.1-release.0
Pengguna Google,oke,5,2025-12-22 16:47:14,0,
Pengguna Google,"aplikasi busuk, sering lag, padahal sinyal bagus",1,2025-12-22 16:40:50,2,11.49.1-release.0
Pengguna Google,mntap,5,2025-12-22 16:36:51,0,11.49.1-release.0
Pengguna Google,top Markotop,5,2025-12-22 16:09:40,0,11.48.0-release.0
Pengguna Google,bagus,5,2025-12-22 16:05:13,0,
Pengguna Google,please filter your app because there so many scam and phising,1,2025-12-22 16:02:27,0,
Pengguna Google,sangat menarik untuk tambah pengalaman da pengetahuan terimakasih,5,2025-12-22 15:46:18,0,
Pengguna Google,susah buat ganti username nya,3,2025-12-22 15:42:40,0,11.49.1-release.0
Pengguna Google,"Saya baru install ini aplikasi, pas login ke akun saya tidak bisa karena alasan aktivitas mencurigakan? What the? aku hanya ingin login ke akun ku kenapa itu salah dan dianggap mencurigakan, dan yang lebih konyol lagi akun ku di suspended padahal tidak melakukan apa apa, komen nge repost pun ngga pernah, aku rasa tingkat keamanan pada X ini bukan membuat nyaman malah bikin sangat tidak nyaman dam mengganggu",1,2025-12-22 15:39:56,0,
Pengguna Google,gak ngerti lagi deh dengan aplikasi ini entah berapa tahun akun ku ditangguhkan dan sampai sekarang gak bisa dibenerin,1,2025-12-22 15:37:09,0,11.49.1-release.0
Pengguna Google,"awalnya pakai Twitter digunakan tidak lama kemudian akun saya di tangguhkan tidak bisa pake sma sekali.ujung""ny saya delete install kembali tapi yang sama persis Twitter X tapi tetap sama jg di tangguhkan akun saya sampai sekarang belum pulih kembali.tidak jelas!semoga lebih baik lagi.",2,2025-12-22 15:10:01,1,11.49.1-release.0
Pengguna Google,error terus,1,2025-12-22 15:10:01,0,11.49.1-release.0
Pengguna Google,Cobain baru tau itu rasa,5,2025-12-22 14:52:12,0,11.49.1-release.0
Pengguna Google,"Twitter menurut ku bagus bagus aja, suka aja sama Twitter, selain bagus,mudah digunakan.",5,2025-12-22 14:51:03,0,
Pengguna Google,goodd,5,2025-12-22 14:38:44,0,11.49.1-release.0
Pengguna Google,sangat bagus,5,2025-12-22 14:24:36,0,11.49.1-release.0
Pengguna Google,login eror mulu ajig,1,2025-12-22 12:34:07,0,11.49.1-release.0
Pengguna Google,"apk gak guna mending unistal apk dari playstor aja X percuma di instal tapi dikit2 maen baneed ,,apk baperannn",1,2025-12-22 12:28:27,1,11.49.1-release.0
Pengguna Google,Dikit dikit suspend padahal akun murni bukan bot dan nggak main spam.,1,2025-12-22 12:26:13,0,11.42.0-release.1
Pengguna Google,apasih kocak ganti nama username susah amat padahal sesuai ketentuan gajelas lu Twitter,1,2025-12-22 12:25:50,0,11.49.1-release.0
Pengguna Google,"apl tidak bisa di,downlod",1,2025-12-22 12:25:30,0,11.28.0-release.0
Pengguna Google,Apl yang sangat menghibur diwktu senggang..!!! tapi saya lagi kesel... tiba-tiba akun X saya ditangguhkan,5,2025-12-22 12:19:53,0,11.34.0-release.0
Pengguna Google,akses b*k*p termantap di sini gacor,5,2025-12-22 12:10:14,0,
Pengguna Google,saya sangat puas,5,2025-12-22 11:51:47,0,11.49.1-release.0
Pengguna Google,"i cant login to my account, and my account always suspend very bad app👎",1,2025-12-22 11:31:11,0,
Pengguna Google,good,5,2025-12-22 11:19:03,0,11.49.1-release.0
Pengguna Google,"aplikasi jelek, sistem x jelek, beda dengan Twitter yang lama, akun ku di suspend tanpa alasan yang jelas, dan sudah beberapa bulan tidak ditanggapi oleh help center nya",1,2025-12-22 11:13:31,2,11.49.1-release.0
Pengguna Google,"gak jelas ,akun ku d banned,ntah apa masalah nya",1,2025-12-22 10:22:43,0,9.97.0-release.0
Pengguna Google,"jelek, pengen masuk pake akun lama, tapi gabisa",1,2025-12-22 10:15:01,0,
Pengguna Google,selalu dalam keadaan teknis?,1,2025-12-22 09:56:37,0,
Pengguna Google,jelek gak guna gak bisa login,1,2025-12-22 09:48:16,1,11.49.1-release.0
Pengguna Google,Oke,5,2025-12-22 09:32:49,0,
Pengguna Google,"gbs login, tulisannya login denied terus padahal dlu2 aman aja. udh dicoba hapus chache dll ttp aj gbs, jelek bgt sih",1,2025-12-22 09:32:21,0,11.49.1-release.0
Pengguna Google,"kenapa ya padahal saya gak melakukan apa apa tiba tiba di suruh banding trus tiba tiba ke band tiba tiba lagi akun saya hilang jadinya saya kasi bint 2 deh , mohon maaf tolong diperbaiki lagi sistemnya",2,2025-12-22 09:12:39,0,
Pengguna Google,"Semenjak ganti nama x jadi baperan jirr gk ngelakuin apa "" tiba² akun di tangguhkan tah apa masalahnya",1,2025-12-22 09:09:33,0,
Pengguna Google,"HAHH?? AKUN TIBA-TIBA DITANGGUHKAN MAKSUDNYA APAAA WOYY, PADAHAL AKUN CUMAN 1 DI X JARANG JG GONTA-GANTI/SERING LOGOUT/IN",1,2025-12-22 08:58:35,0,11.49.1-release.0
Pengguna Google,sangat membantu dalam mencari informasi,5,2025-12-22 08:35:05,0,
Pengguna Google,"Mohon bantuannya, mengapa akun saya tidak terdaftar? Saya login menggunakan nomor dan e mail yang benar, namun tidak terdeteksi akun saya Tidak dapat di buka melalui pc maupun hp Saya ingin kembali login ke akun saya",5,2025-12-22 08:26:37,932,11.48.0-release.0
Pengguna Google,"sekarang akun gampang banget tiba2 kena suspen, tapi akun judol dan yang gajelas malah dipelihara.",1,2025-12-22 08:20:47,1,11.49.1-release.0
Pengguna Google,sangat baguss,5,2025-12-22 08:15:15,0,11.49.1-release.0
Pengguna Google,x gj skrng mkin gj gua ga ngapa ngapain tb tb akun ilang apalagi pas mau masukin email baru malah kesalahan teknis mulu padahal ni wifi juga bagus bagus aje bikin kesel,1,2025-12-22 07:41:41,2,11.49.1-release.0
Pengguna Google,apk taii gaa guna tolol,1,2025-12-22 07:10:19,0,
Pengguna Google,"akun aku gak ada salah kena suspend apalah, perbaiki nih aplikasi",1,2025-12-22 06:52:32,1,10.78.0-release.0
Pengguna Google,pea malah di tangguhkan padahal gak ngapa ngapain,1,2025-12-22 06:50:11,1,11.45.0-release.1
Pengguna Google,ribet buat akun aja susah,1,2025-12-22 06:40:43,0,
Pengguna Google,GK bisa login,1,2025-12-22 06:23:18,0,
Pengguna Google,login nya dipersulit bgt dah.,1,2025-12-22 05:57:07,0,11.49.1-release.0
Pengguna Google,kelebihan kualitas mantap jos,5,2025-12-22 05:52:08,0,11.49.1-release.0
Pengguna Google,Bagus.. Kl bs postingan jgn yg susah di buka,4,2025-12-22 05:49:59,1,11.49.1-release.0
Pengguna Google,membantu,5,2025-12-22 04:47:59,0,11.49.1-release.0
Pengguna Google,keren,5,2025-12-22 04:20:54,0,11.47.0-release.0
Pengguna Google,aangat menyukainya,5,2025-12-22 04:04:33,0,11.49.1-release.0
Pengguna Google,okey banget,5,2025-12-22 03:50:19,0,11.49.1-release.0
Pengguna Google,aplikasi gjls ga bisa login,1,2025-12-22 03:46:14,0,11.49.1-release.0
Pengguna Google,Ga jelas,5,2025-12-22 03:19:54,0,9.41.0-release.0
Pengguna Google,"Tolong tingkatkan help centernya, akun saya tiba-tiba kena suspend tapi help centernya tidak membantu. Lalu bagaimana saya bisa mengembalikan akun saya??",1,2025-12-22 03:12:16,16,11.48.0-release.0
Pengguna Google,"X sekarang terlalu ribet, balikin x seperti dulu yang ga nyusahin pengguna nya!!!!",1,2025-12-22 03:05:54,1,
Pengguna Google,kenapa x ini dkit2 penangguhan,4,2025-12-22 02:21:33,0,
Pengguna Google,"Aplikasi modern, sangat mudah digunakan.",5,2025-12-22 02:03:55,0,11.47.0-release.0
Pengguna Google,Slama g log in sekarang jadi ribet.,1,2025-12-22 01:35:23,0,11.49.1-release.0
Pengguna Google,"kok sekarang aplikasi ini sering keblock akun secara tiba tiba tanpa ada alasan ,aneh ??!!",3,2025-12-22 01:26:24,0,11.20.0-release.0
Pengguna Google,apk ny suka eror tolong di perbaiki lagi karena di saya bertuliskan kesalahan teknis❗❗busettt eror mulu nih apk pasti gara gara kasus yg di konoha 😹,1,2025-12-22 01:09:26,0,11.49.1-release.0
Pengguna Google,aplikasi yang sangat bagus dan update,5,2025-12-21 23:46:00,0,
Pengguna Google,ok,5,2025-12-21 23:09:05,0,11.49.1-release.0
Pengguna Google,Oke,5,2025-12-21 23:08:04,0,
Pengguna Google,"akun saya di tanggukan, padahal saya tidak melakukan pelanggaran-pelanggaran,",1,2025-12-21 22:03:22,1,
Pengguna Google,tidak mudah di gunakan,1,2025-12-21 21:47:42,0,11.49.1-release.0
Pengguna Google,terupdate mengenai berita terkini di seluruh dunia,5,2025-12-21 21:45:08,0,
Pengguna Google,"ayolah bung, saat saya ingin kembali ke akun lama saya malah tidak bisa, erorrrr selalu. beberapa akun saya juga tiba tiba menghilang, apakah ada yang ingin bilang ini apk bagus. hell nahh tentu saja tidak apk ini lambat laun menjadi tidak berguna",1,2025-12-21 21:43:44,0,
Pengguna Google,udh berapaa kali bikin akun X tapi tetap di tangguhkan. padahal ga ngelakuin apa² di X. makin aneh sekarang X kita kaya di paksa ikut yg berbayar sama update yang ga guna di apk... mending dulu pas jaman nya Twitter,1,2025-12-21 19:37:43,4,11.45.0-release.1
Pengguna Google,terlalu banyak iklan judinya,1,2025-12-21 19:13:42,1,11.49.1-release.0
Pengguna Google,"sering eror, dm susah dibuka, ga muncul notif",1,2025-12-21 19:10:03,1,11.49.1-release.0
Pengguna Google,apiknya bagus. tapi akun saya ditangguhkan,5,2025-12-21 18:47:59,0,11.49.1-release.0
Pengguna Google,akun saya di-suspend cuma melihat berita pembunuhan di suspend,1,2025-12-21 18:29:46,0,11.49.1-release.0
Pengguna Google,"aplikasi rusak, ngak niat bikin aplikasi",1,2025-12-21 18:24:35,0,
Pengguna Google,"ga jelas, tiba-tiba suspend. ga ada posting yg ngelanggar. ga kaya Twitter jaman dulu👎🏼",1,2025-12-21 18:03:43,1,
Pengguna Google,g mutu,1,2025-12-21 17:50:05,0,11.49.1-release.0
Pengguna Google,knapa punya saya di tangguh kan,4,2025-12-21 17:40:53,0,11.49.1-release.0
Pengguna Google,apkmu iki yokpo kok raiso dileboni akunn,1,2025-12-21 16:49:54,0,11.49.1-release.0
Pengguna Google,aku ketemu pedofil di x,1,2025-12-21 16:48:17,0,
Pengguna Google,mantap buat berita terbarunya,5,2025-12-21 16:40:42,0,11.46.0-release.0
Pengguna Google,seru,5,2025-12-21 16:35:26,0,
Pengguna Google,"loading nya lama banget nih, mana akun duka keluar sndr gjls. tolong dong PERBAIKI ya, terimakasih.",1,2025-12-21 16:10:17,0,
Pengguna Google,semua mengeluh account nya terkena suspend permanently ayok sama sama kasih bintang satu biar keluhan kita di tanggapi kalau perlu di hapus app ini dari PlayStore,1,2025-12-21 16:09:26,1,11.49.1-release.0
Pengguna Google,"Gw cuma fokus liat berita malah kena penangguhan akun padahal cuma repost aja, di buka malah gk bisa mulu dh apk busuk",1,2025-12-21 15:59:13,1,11.49.1-release.0
Pengguna Google,lemahh,1,2025-12-21 15:59:10,0,
Pengguna Google,"aneh nih apk skrng, orang gak ngapa ngapain, enak enak scroll, tiba tiba akun di suspend",1,2025-12-21 15:57:13,1,10.89.1-release.0
Pengguna Google,cacat akun kekunci mulu,5,2025-12-21 15:56:53,0,11.49.1-release.0
Pengguna Google,bagus,5,2025-12-21 15:50:46,0,11.49.1-release.0
Pengguna Google,masa ga bisa login kenapa yaa,3,2025-12-21 15:44:53,0,10.54.2-release.0
Pengguna Google,akun saya ditangguhkan. dan lama sekali menunggu responnya padahal sudah saya ajukan banding,1,2025-12-21 15:30:32,1,9.51.0-release.0
Pengguna Google,mantaps,5,2025-12-21 14:51:21,0,
Pengguna Google,aplikasi ini sangat bagus dan nyaman,5,2025-12-21 14:49:04,0,
Pengguna Google,ban my account without a reason,1,2025-12-21 14:37:31,0,
Pengguna Google,"Selama memakai apk X / Twitter ini banyak fitur yang menarik dan keren. Bisa saling follow dan berteman dengan pengguna lainnya. Belum ada kendala sih, Good Job👍🏿",5,2025-12-21 14:36:12,4,11.49.1-release.0
Pengguna Google,"tbtb logout sendiri terus pas login ulang malah gbs, ktnya error. padahal di web bisa",1,2025-12-21 14:32:41,0,
Pengguna Google,apl ini tak laku makanya slalu di tangguhka,1,2025-12-21 13:27:08,0,11.49.1-release.0
Pengguna Google,"Give me back my account which you are still suspending for, it's been a long time but you are still suspending it pls remove the charge pls, I did nothing wrong Elon.",1,2025-12-21 13:01:05,1,11.10.0-release.0
Pengguna Google,kenapa susah buat daftar akun sama buka akun ya.?,3,2025-12-21 12:55:20,1,11.49.1-release.0
Pengguna Google,ini aplikasinya kenapa ya?udah login pakai sandi yang betul masih aja susah bgt buat login sampai bbrp kali.terus ditinggal sebentar eh mau buka lagi akun saya malah disuruh login terus apaan maksudnya kayak gitu.coba diperbaiki woyyyy,1,2025-12-21 12:29:52,14,11.48.0-release.0
Pengguna Google,buruk,5,2025-12-21 11:52:29,0,11.49.1-release.0
Pengguna Google,"Tolong di perbaiki, aku ga ngapain² tiba-tiba keluar dari akun ku. Mau masuk akun itu lagi, tapi ga bisa.",2,2025-12-21 11:51:28,10,11.49.1-release.0
Pengguna Google,"Why comments, followers/following, threads can't be scroll down full till the last? please fix this, thanks",3,2025-12-21 11:43:46,0,
Pengguna Google,"pake web bisa masuk tapi pake apk setelah update susah banget buat masuk, aplikasi tambah jelek semenjak di beli elon",1,2025-12-21 11:41:20,1,
Pengguna Google,"horrible. you suspend account so easily for no reasons and now this ""Chat"" feature is so useless. it makes everything horrible.",1,2025-12-21 11:34:45,0,11.49.1-release.0
Pengguna Google,Aplikasi ini mantap 👍👍👍👍,5,2025-12-21 11:25:59,0,
Pengguna Google,"tidak bisa login, tidak bisa daftar ulang, tidak bisa bikin akun",1,2025-12-21 11:20:29,0,11.49.1-release.0
Pengguna Google,ga bisa buat akunnya cape aku udh buat namanya malah salah' mulu kaga bisa diapa'in lagi,1,2025-12-21 11:17:24,2,11.49.1-release.0
Pengguna Google,jelek jelek jelek gabisa login,1,2025-12-21 10:25:07,0,
Pengguna Google,sampah,1,2025-12-21 10:17:59,0,
Pengguna Google,"akun saya selalu di tangguhkan,padahal sy tidak melakukan pelanggaran apa"", tolong kembalikan ke semula, please 🙏",5,2025-12-21 10:17:04,0,11.49.1-release.0
Pengguna Google,akun tiba tiba di tanggukan dan sudah mengajukan banding help center nga membantu,1,2025-12-21 09:52:16,0,11.49.1-release.0
Pengguna Google,"aplikasi tempek ga seperti dulu, akun selalu hilang saat udah rame",1,2025-12-21 09:19:50,2,11.49.1-release.0
Pengguna Google,tidak ada kendala,5,2025-12-21 09:06:19,0,
Pengguna Google,"aplikasi Twitter akhir akhir ini sangat jelas, keluar terus untuk login pas login tidak bisa masuk keterangan login eror",1,2025-12-21 09:00:34,2,11.49.1-release.0
Pengguna Google,"ini kenapa dengan x saya ya????? saya selalu buka obrolan harus pakai sandi, sandinya bener tapi habis itu selalu keluar aplikasi....",3,2025-12-21 08:42:58,0,11.49.1-release.0
Pengguna Google,knp gk bisa yh daftar nya,1,2025-12-21 08:39:22,0,
Pengguna Google,suspen aja terus.. gak jelas banget.. papar kan kesalahan nya apa? indikasi apa? gak tau apa2 suspen,1,2025-12-21 08:38:39,0,11.22.0-release.0
Pengguna Google,suka tetap 😊,5,2025-12-21 08:11:33,0,
Pengguna Google,ge jelas mau ganti passwordngabisa bisa,1,2025-12-21 08:02:57,0,11.49.1-release.0
Pengguna Google,semoga segera di buka listing,5,2025-12-21 07:49:11,0,11.46.0-release.0
Pengguna Google,toppppppppppp,5,2025-12-21 07:23:03,0,
Pengguna Google,"dikit dikit suspend, orang ga salah apa apa di suspend",1,2025-12-21 07:17:30,0,
Pengguna Google,"5.4/10| App ini diberikan rating 12+ dan saya berumur 15 tahun, namun saya mendapat tweet dimana ada kata rasis di beranda saya, saya menggunakan app ini hanya untuk mencari artist gambar saja. Dan tolong algoritmanya diperketat tentang konten-konten yang sensitif di beranda kepada pengguna yang diketahui berumur 13 tahun.",3,2025-12-21 07:03:34,3,11.16.0-release.2
Pengguna Google,tolol,1,2025-12-21 06:47:28,0,
Pengguna Google,"semua akun ditangguhin , kocak",1,2025-12-21 06:43:10,0,5.0.4
Pengguna Google,banyak bokep nya 🥲,5,2025-12-21 06:37:06,0,
Pengguna Google,aplikasi x sangat bagus semoga semakin baik kedepanya,5,2025-12-21 06:33:13,0,11.45.0-release.1
Pengguna Google,ga jelas cari nama orang ga bisa padahal sinyal bagus,1,2025-12-21 06:30:00,0,11.48.0-release.0
